iter	Passed	Remaining
690	1135	507
691	1137	506
692	1138	504
693	1140	502
694	1141	501
695	1143	499
696	1144	497
697	1146	495
698	1147	494
699	1148	492
700	1150	490
701	1152	489
702	1153	487
703	1154	485
704	1156	483
705	1157	482
706	1159	480
707	1160	478
708	1162	476
709	1163	475
710	1165	473
711	1166	471
712	1168	470
713	1169	468
714	1171	466
715	1172	465
716	1173	463
717	1175	461
718	1176	459
719	1178	458
720	1179	456
721	1181	454
722	1182	453
723	1184	451
724	1185	449
725	1186	447
726	1188	446
727	1189	444
728	1190	442
729	1192	440
730	1193	439
731	1195	437
732	1196	435
733	1198	434
734	1199	432
735	1200	430
736	1202	429
737	1203	427
738	1205	425
739	1206	423
740	1207	422
741	1209	420
742	1210	418
743	1212	417
744	1213	415
745	1215	413
746	1216	412
747	1218	410
748	1219	408
749	1221	407
750	1222	405
751	1224	403
752	1225	402
753	1226	400
754	1228	398
755	1229	396
756	1231	395
757	1232	393
758	1233	391
759	1235	390
760	1236	388
761	1238	386
762	1239	385
763	1240	383
764	1242	381
765	1243	379
766	1245	378
767	1246	376
768	1247	374
769	1249	373
770	1250	371
771	1252	369
772	1253	368
773	1255	366
774	1256	364
775	1258	363
776	1259	361
777	1261	359
778	1262	358
779	1263	356
780	1265	354
781	1266	353
782	1268	351
783	1269	349
784	1271	348
785	1272	346
786	1273	344
787	1275	343
788	1276	341
789	1278	339
790	1279	338
791	1280	336
792	1282	334
793	1283	333
794	1285	331
795	1286	329
796	1288	328
797	1289	326
798	1291	324
799	1292	323
800	1293	321
801	1295	319
802	1297	318
803	1298	316
804	1300	315
805	1301	313
806	1303	311
807	1304	310
808	1306	308
809	1307	306
810	1308	305
811	1310	303
812	1311	301
813	1312	300
814	1314	298
815	1316	296
816	1317	295
817	1318	293
818	1320	291
819	1322	290
820	1323	288
821	1325	286
822	1326	285
823	1327	283
824	1329	281
825	1330	280
826	1332	278
827	1333	277
828	1335	275
829	1336	273
830	1337	272
831	1339	270
832	1340	268
833	1342	267
834	1343	265
835	1345	263
836	1346	262
837	1347	260
838	1349	258
839	1350	257
840	1352	255
841	1353	253
842	1355	252
843	1356	250
844	1357	249
845	1359	247
846	1360	245
847	1362	244
848	1363	242
849	1365	240
850	1366	239
851	1367	237
852	1369	235
853	1370	234
854	1372	232
855	1373	231
856	1375	229
857	1376	227
858	1377	226
859	1379	224
860	1380	222
861	1382	221
862	1383	219
863	1385	218
864	1386	216
865	1388	214
866	1389	213
867	1390	211
868	1392	209
869	1393	208
870	1395	206
871	1396	205
872	1398	203
873	1399	201
874	1401	200
875	1402	198
876	1403	196
877	1405	195
878	1406	193
879	1408	192
880	1409	190
881	1411	188
882	1412	187
883	1413	185
884	1415	183
885	1416	182
886	1418	180
887	1419	179
888	1421	177
889	1422	175
890	1424	174
891	1425	172
892	1427	171
893	1428	169
894	1429	167
895	1431	166
896	1432	164
897	1434	162
898	1435	161
899	1437	159
900	1438	158
901	1440	156
902	1441	154
903	1442	153
904	1444	151
905	1445	150
906	1447	148
907	1448	146
908	1450	145
909	1451	143
910	1452	141
911	1454	140
912	1455	138
913	1457	137
914	1458	135
915	1459	133
916	1461	132
917	1462	130
918	1464	129
919	1465	127
920	1467	125
921	1468	124
922	1469	122
923	1470	120
924	1472	119
925	1473	117
926	1475	116
927	1476	114
928	1478	112
929	1479	111
930	1481	109
931	1482	108
932	1483	106
933	1485	104
934	1486	103
935	1488	101
936	1489	100
937	1491	98
938	1492	96
939	1494	95
940	1495	93
941	1497	92
942	1498	90
943	1500	88
944	1501	87
945	1503	85
946	1504	84
947	1505	82
948	1507	80
949	1508	79
950	1509	77
951	1511	76
952	1512	74
953	1513	72
954	1515	71
955	1516	69
956	1518	68
957	1519	66
958	1520	65
959	1522	63
960	1523	61
961	1525	60
962	1526	58
963	1527	57
964	1529	55
965	1530	53
966	1532	52
967	1533	50
968	1534	49
969	1536	47
970	1537	45
971	1539	44
972	1540	42
973	1542	41
974	1543	39
975	1544	37
976	1546	36
977	1547	34
978	1549	33
979	1550	31
980	1551	30
981	1553	28
982	1554	26
983	1556	25
984	1557	23
985	1558	22
986	1559	20
987	1561	18
988	1562	17
989	1563	15
990	1565	14
991	1566	12
992	1568	11
993	1569	9
994	1571	7
995	1572	6
996	1574	4
997	1575	3
998	1576	1
999	1578	0
